,date,daily_ret,realized_vol
109,2020/04/08,-0.0076312631868358655,0.0003560430190051433
110,2020/04/09,-0.0008158270899158598,0.0005041224147507567
111,2020/04/10,0.011191489278400569,0.00017533582241340361
112,2020/04/13,-0.014766470116301007,0.00016070863527495354
113,2020/04/14,0.008749674296100126,0.0002264184866580745
114,2020/04/16,0.011391498286095338,0.0002482566894836277
115,2020/04/17,0.011846140504162436,0.00048181259634217364
116,2020/04/20,-0.006942406143901538,0.00016599823795439031
117,2020/04/21,-0.005620247632153596,0.0004939371628240334
118,2020/04/22,0.020955834356791343,0.00031405546193057917
119,2020/04/23,0.009289522282664608,0.00019992186177940352
120,2020/04/24,-0.009594317050392494,0.00025447957145782236
121,2020/04/27,0.018036362486098575,0.00011969659030627562
122,2020/04/28,0.003913899321136315,0.00013524230488862183
123,2020/04/29,0.007974368816008997,0.0001277758250140283
124,2020/05/04,-0.00917254686329191,0.0007472736799547665
125,2020/05/06,0.008262883919556463,0.0002999950164452969
126,2020/05/07,0.001183899112235324,0.0001426337596927798
127,2020/05/08,0.0013659871379554697,0.00015939934469029758
128,2020/05/11,-0.01056347850956926,8.577766540471626e-05
129,2020/05/12,-0.0070950238506036845,0.00013786228075943248
130,2020/05/13,0.024751288280072073,0.00031497490346186065
131,2020/05/14,-0.001979414739720676,0.00023094154134014808
132,2020/05/15,-0.0037390577852742034,0.00018836030109945778
133,2020/05/18,0.005484832555247117,9.770066352486021e-05
134,2020/05/19,0.0038248277648064467,0.0004406953231342505
135,2020/05/20,0.005546538079085667,7.719588077150153e-05
136,2020/05/21,-0.0011376565504610187,9.242406296484937e-05
137,2020/05/22,-0.018187540674470436,7.925339863482285e-05
138,2020/05/25,0.009167367487019676,0.00011055447652782413
139,2020/05/26,0.01397303701125789,7.11328504456988e-05
140,2020/05/27,0.0039388590735369,8.180749276965525e-05
141,2020/05/28,-0.005204472714105794,0.00023797803270647028
142,2020/05/29,0.0007493443587807578,0.0001566282991926329
143,2020/06/01,0.01606237801012924,0.00011055260262909998
144,2020/06/02,0.011487043987130999,7.410478264910814e-05
145,2020/06/03,0.02601226023500617,0.00029034441362061833
146,2020/06/04,-0.016105638631254054,0.0005415966782685237
147,2020/06/05,0.017822082581674555,0.00010523758180780381
148,2020/06/08,-0.017898713571903813,0.00039525218931772183
149,2020/06/09,-0.009580911611757866,0.0002704999475724062
150,2020/06/10,0.0008580009106368094,0.00010760228233995785
151,2020/06/11,-0.014076172983133734,0.00017310956275316052
152,2020/06/12,0.005402498283348342,0.0012272231004437186
153,2020/06/15,-0.04338474560252402,0.0003697864150668972
154,2020/06/16,0.019488166379650857,0.0014801321424465384
155,2020/06/17,0.0021310610089541127,0.000360549305424043
156,2020/06/18,0.004804707169980337,0.00022425031167449817
157,2020/06/19,-0.00530130239609198,0.00026307703154572563
158,2020/06/22,0.00017865118403918677,0.00019692820677093918
159,2020/06/23,-0.006197452328370661,0.00038750374444546077
160,2020/06/24,0.011075089030687747,0.00013034209479437724
161,2020/06/25,-0.01233590328081015,0.0004440071094827841
162,2020/06/26,0.0033786819728862023,0.00019199943258037497
163,2020/06/29,-0.00035945363435208754,0.00027115225445589617
164,2020/06/30,-0.0023121397583795024,0.0002543466711766628
